original_path,edited_path,mask_path,edit_type,source,prompt,caption,url,sha256,height,width
dataset/images/tamper_localization/originals/coco/ac018fd2b55bb4c0dddd083f374e5e58231ea41279eaba20c2da464b56fa8760.jpg,dataset/images/tamper_localization/edited/coco/ac018fd2b55bb4c0dddd083f374e5e58231ea41279eaba20c2da464b56fa8760.jpg,dataset/images/tamper_localization/masks/coco/ac018fd2b55bb4c0dddd083f374e5e58231ea41279eaba20c2da464b56fa8760.jpg,inpainting,coco,,,,8fa4477905051a0c2cbc873cd6ad5041c385155bf9b4f676fde198692bfa5632,1024,1534
dataset/images/tamper_localization/originals/coco/bb6a26d8f3db02eab804606cafc4ccb43cf71d4cd41a9b328c830e87372aa40e.jpg,dataset/images/tamper_localization/edited/coco/bb6a26d8f3db02eab804606cafc4ccb43cf71d4cd41a9b328c830e87372aa40e.jpg,dataset/images/tamper_localization/masks/coco/bb6a26d8f3db02eab804606cafc4ccb43cf71d4cd41a9b328c830e87372aa40e.jpg,inpainting,coco,,,,257c2458a1f60a19f828887b8a64fe95b6fde383395789f83d5c1d09f855ddb0,1024,1365
dataset/images/tamper_localization/originals/coco/bfec13432579cd1aac19f4dc14884a1b16b0708101271bd03cca378591f36ec7.jpg,dataset/images/tamper_localization/edited/coco/bfec13432579cd1aac19f4dc14884a1b16b0708101271bd03cca378591f36ec7.jpg,dataset/images/tamper_localization/masks/coco/bfec13432579cd1aac19f4dc14884a1b16b0708101271bd03cca378591f36ec7.jpg,inpainting,coco,,,,72e4938e737c339cb7b225627fa9fdd7c1b68a89a34d6b95a71fce7052549f5a,1365,1024
dataset/images/tamper_localization/originals/coco/c219b7e4409b0dcaab0ec1932372f7f91bfc72abb999a3ed92405c1089eb0b0f.jpg,dataset/images/tamper_localization/edited/coco/c219b7e4409b0dcaab0ec1932372f7f91bfc72abb999a3ed92405c1089eb0b0f.jpg,dataset/images/tamper_localization/masks/coco/c219b7e4409b0dcaab0ec1932372f7f91bfc72abb999a3ed92405c1089eb0b0f.jpg,inpainting,coco,,,,2d23bbd0483e668bfa393c4168a38d4bf4932f8fae7741cf1ec2100b1b4c66ed,1024,1534
dataset/images/tamper_localization/originals/coco/f9a0a25e3bb5cff37a1a76d78374dd2831b544990aeaa629fe55d5ed889ae6ae.jpg,dataset/images/tamper_localization/edited/coco/f9a0a25e3bb5cff37a1a76d78374dd2831b544990aeaa629fe55d5ed889ae6ae.jpg,dataset/images/tamper_localization/masks/coco/f9a0a25e3bb5cff37a1a76d78374dd2831b544990aeaa629fe55d5ed889ae6ae.jpg,inpainting,coco,,,,2edcebb5ba8c1f47bde2f67b3413a148228fbc9e63907459e4a275495435404b,1023,1542
dataset\images\tamper_localization\originals\coco\f42e9fe48bafa7571d3d862c19a2601e405eba5beb056a694e0e698eb42845a6.jpg,dataset\images\tamper_localization\edited\coco\f42e9fe48bafa7571d3d862c19a2601e405eba5beb056a694e0e698eb42845a6.jpg,dataset\images\tamper_localization\masks\coco\f42e9fe48bafa7571d3d862c19a2601e405eba5beb056a694e0e698eb42845a6.jpg,inpainting,coco,remove the skateboard from the image,there is a man standing on a skateboard in front of a food cart,,741a311a2df3364d3d56de017328b95379284ebde88175cb3f306392ccc8e621,1534,1024
dataset\images\tamper_localization\originals\coco\914f252e84e54c791473a18b236ed0f4994c2f721cb0ab2cd14db7f69caadbb4.jpg,dataset\images\tamper_localization\edited\coco\914f252e84e54c791473a18b236ed0f4994c2f721cb0ab2cd14db7f69caadbb4.jpg,dataset\images\tamper_localization\masks\coco\914f252e84e54c791473a18b236ed0f4994c2f721cb0ab2cd14db7f69caadbb4.jpg,inpainting,coco,change the color of the sink,"there is a bathroom with a tub, toilet, sink and shower curtain",,ea29eafdc1c10aed74c3d30ce6ebe544dbdded44d3bc31d14289d4df3d5c20cc,1538,1024
dataset\images\tamper_localization\originals\coco\a986b0fa7951f11110d115946fd00cc3b27cb432144556695ed71559bc7e04a5.jpg,dataset\images\tamper_localization\edited\coco\a986b0fa7951f11110d115946fd00cc3b27cb432144556695ed71559bc7e04a5.jpg,dataset\images\tamper_localization\masks\coco\a986b0fa7951f11110d115946fd00cc3b27cb432144556695ed71559bc7e04a5.jpg,inpainting,coco,change the color of the toilet,there is a toilet with a colorful seat cover in a bathroom,,359b4141d2173e85fe59b0a881ade633484009cf3b7c2d6ad1f1ed6419cc6a15,1368,1023
dataset\images\tamper_localization\originals\coco\56291fed6a9c4db8eeb5709dc565dfa91f05bc2adf9fae54cbce3ed8037596ff.jpg,dataset\images\tamper_localization\edited\coco\56291fed6a9c4db8eeb5709dc565dfa91f05bc2adf9fae54cbce3ed8037596ff.jpg,dataset\images\tamper_localization\masks\coco\56291fed6a9c4db8eeb5709dc565dfa91f05bc2adf9fae54cbce3ed8037596ff.jpg,inpainting,coco,replace the is with a different one,there is a train that is going down the tracks near a platform,,28a361696ec2838dd934e88ef492ba7e921124b82ddfceff2195d40b00e52987,1024,1397
dataset\images\tamper_localization\originals\coco\66a23a2dcbe3864bbcc3b11c51619497ef356e7626839fa9332eb10a1cbfb26c.jpg,dataset\images\tamper_localization\edited\coco\66a23a2dcbe3864bbcc3b11c51619497ef356e7626839fa9332eb10a1cbfb26c.jpg,dataset\images\tamper_localization\masks\coco\66a23a2dcbe3864bbcc3b11c51619497ef356e7626839fa9332eb10a1cbfb26c.jpg,inpainting,coco,turn the sink into a painting,there is a bathroom with a sink and a mirror in it,,3663afc731dc6a312b6df5c5e87a0f01953ed26c4b11a3897017009cb0f94c84,1023,1531
dataset\images\tamper_localization\originals\coco\34cefc4522682be5b9b481e2f4b76b46219f48885438db8019ec126cecfaf6c5.jpg,dataset\images\tamper_localization\edited\coco\34cefc4522682be5b9b481e2f4b76b46219f48885438db8019ec126cecfaf6c5.jpg,dataset\images\tamper_localization\masks\coco\34cefc4522682be5b9b481e2f4b76b46219f48885438db8019ec126cecfaf6c5.jpg,inpainting,coco,turn the are into a painting,there are many motorcycles parked in a row on the street,,d861333715690ff2a7326cfcd92e6bf601c726179989f0e390c857b90795d0d3,1024,1638
dataset\images\tamper_localization\originals\coco\4a175dded2929c5a585b37c83a3d7f926f37df2d2a15bb54de019946ab477b04.jpg,dataset\images\tamper_localization\edited\coco\4a175dded2929c5a585b37c83a3d7f926f37df2d2a15bb54de019946ab477b04.jpg,dataset\images\tamper_localization\masks\coco\4a175dded2929c5a585b37c83a3d7f926f37df2d2a15bb54de019946ab477b04.jpg,inpainting,coco,add a sticker on the sign,there is a stop sign that is hanging on the side of a building,,a207e40080d44e3d142743d59c9a2a24fd8ef148bc2b3df71f05c9683f974c88,1024,1517
dataset\images\tamper_localization\originals\coco\a4e68e6ae9eef4884fcc8d010ceaf4f72d55c234dc68a03c027f9aef2976436e.jpg,dataset\images\tamper_localization\edited\coco\a4e68e6ae9eef4884fcc8d010ceaf4f72d55c234dc68a03c027f9aef2976436e.jpg,dataset\images\tamper_localization\masks\coco\a4e68e6ae9eef4884fcc8d010ceaf4f72d55c234dc68a03c027f9aef2976436e.jpg,inpainting,coco,change the color of the bottle,there is a bottle of water sitting on a counter next to a glass,,59bf6d8ff6556dc6cd36fcce88ca80a00313ab042cca5afab2b01dd4b5cb9e18,1024,1024
dataset\images\tamper_localization\originals\coco\bba5cfd5761b87880d5e939b101e86285ee58bc22a52e8eb01a5badda5e7962d.jpg,dataset\images\tamper_localization\edited\coco\bba5cfd5761b87880d5e939b101e86285ee58bc22a52e8eb01a5badda5e7962d.jpg,dataset\images\tamper_localization\masks\coco\bba5cfd5761b87880d5e939b101e86285ee58bc22a52e8eb01a5badda5e7962d.jpg,inpainting,coco,add another there nearby,there is a red plane that is sitting on the runway,,357187abf267895120a01a1e4fd8284d898a2f23115c08d408b1b3edc4cd3765,1024,1534
dataset\images\tamper_localization\originals\coco\7223596aa1f6d0e1cf2c2634a23671809975105dd03e59390474946b4f1eb914.jpg,dataset\images\tamper_localization\edited\coco\7223596aa1f6d0e1cf2c2634a23671809975105dd03e59390474946b4f1eb914.jpg,dataset\images\tamper_localization\masks\coco\7223596aa1f6d0e1cf2c2634a23671809975105dd03e59390474946b4f1eb914.jpg,inpainting,coco,replace the large with a different one,there is a large propeller plane parked on the grass in the field,,14e63ff7a632cc923087371532549030ec670440ee206581087edceabdade67d,1024,1534
dataset\images\tamper_localization\originals\laion\bb7bee29d06cd3b8d529a45a9395c34e6d8b885c7300d185f8e5b3504899a453.jpg,dataset\images\tamper_localization\edited\laion\bb7bee29d06cd3b8d529a45a9395c34e6d8b885c7300d185f8e5b3504899a453.jpg,dataset\images\tamper_localization\masks\laion\bb7bee29d06cd3b8d529a45a9395c34e6d8b885c7300d185f8e5b3504899a453.jpg,inpainting,laion,turn the large into a painting,a view of a satellite image of a large area of land,,38f2d58d635cfecd63a183d37e26914c0958e18ca14b4e09b84ad6ef64085fc8,792,1024
dataset\images\tamper_localization\originals\laion\adcda38a8bee50d6f6a644e1427719fcb61b0f6ee0570aaa95865ff0cff2c4a1.jpg,dataset\images\tamper_localization\edited\laion\adcda38a8bee50d6f6a644e1427719fcb61b0f6ee0570aaa95865ff0cff2c4a1.jpg,dataset\images\tamper_localization\masks\laion\adcda38a8bee50d6f6a644e1427719fcb61b0f6ee0570aaa95865ff0cff2c4a1.jpg,inpainting,laion,remove the lamp from the image,a close up of a lamp with three lamps on a stand,,2a93be10daa0dbf73c9e220bcfaa961334de112aeff0bdcdd80bbbb97583b2a3,1024,1024
dataset\images\tamper_localization\originals\laion\deef30083e0dd0fbc09a23097fb98efe6f353a2b0bc049e12a4908abecf67b1a.jpg,dataset\images\tamper_localization\edited\laion\deef30083e0dd0fbc09a23097fb98efe6f353a2b0bc049e12a4908abecf67b1a.jpg,dataset\images\tamper_localization\masks\laion\deef30083e0dd0fbc09a23097fb98efe6f353a2b0bc049e12a4908abecf67b1a.jpg,inpainting,laion,add a sticker on the boots,a close up of a pair of brown boots with laces,,a5c9dc9b6c3823b599947512349589c98d25016c4e7592aaa50e6b1ed1dabce6,1024,914
dataset\images\tamper_localization\originals\laion\299d1cd4d5ddc6059252014a86e4860bdbdc34737e979dd5ce8dd894daf11bfe.jpg,dataset\images\tamper_localization\edited\laion\299d1cd4d5ddc6059252014a86e4860bdbdc34737e979dd5ce8dd894daf11bfe.jpg,dataset\images\tamper_localization\masks\laion\299d1cd4d5ddc6059252014a86e4860bdbdc34737e979dd5ce8dd894daf11bfe.jpg,inpainting,laion,remove the measuring from the image,a close up of a measuring tape on a red tie,,8cb93b6d3b5814188d962584af5415a976656c33b66a1619910968b6902efa8d,768,1024
dataset\images\tamper_localization\originals\laion\788d10c1fbee746b09dfa55274840490ee9d1db32b731702d73c69642da3dd2a.jpg,dataset\images\tamper_localization\edited\laion\788d10c1fbee746b09dfa55274840490ee9d1db32b731702d73c69642da3dd2a.jpg,dataset\images\tamper_localization\masks\laion\788d10c1fbee746b09dfa55274840490ee9d1db32b731702d73c69642da3dd2a.jpg,inpainting,laion,remove the there from the image,there is a computer desk with a monitor and a printer on it,,b150cd1e04408a36a830eb1c6e76a5bd9e5523e2a8e9018c2e00bb9166f74496,1024,1024
dataset\images\tamper_localization\originals\laion\c7e232b83139c12f24ac0aac1747aab5943cea7c4bac5f7a56ae0c27ec3ad739.jpg,dataset\images\tamper_localization\edited\laion\c7e232b83139c12f24ac0aac1747aab5943cea7c4bac5f7a56ae0c27ec3ad739.jpg,dataset\images\tamper_localization\masks\laion\c7e232b83139c12f24ac0aac1747aab5943cea7c4bac5f7a56ae0c27ec3ad739.jpg,inpainting,laion,change the color of the picture,a close up of a picture of a picture of a picture of a picture of a picture of a picture of a picture of a picture of a picture,,0bc309abdd82a1135537ed523f529fdc326ac28020ec1f4009058dd2dc931df0,858,1024
dataset\images\tamper_localization\originals\laion\d9a42bb1afe59f98a4802ec0a8a8762631793136fd68d453a555e68c7c8632c4.jpg,dataset\images\tamper_localization\edited\laion\d9a42bb1afe59f98a4802ec0a8a8762631793136fd68d453a555e68c7c8632c4.jpg,dataset\images\tamper_localization\masks\laion\d9a42bb1afe59f98a4802ec0a8a8762631793136fd68d453a555e68c7c8632c4.jpg,inpainting,laion,turn the pants into a painting,a woman in a pink top and white pants posing for a picture,,86ff58651745086b491e226c83183ffaa8c9a944b60adc32f8b1c0383209bff5,1024,614
dataset\images\tamper_localization\originals\coco\b05c1e0c2219ac20707c4a47014f03d7fe149d8d3d25ff504837da48896c6bf7.jpg,dataset\images\tamper_localization\edited\coco\b05c1e0c2219ac20707c4a47014f03d7fe149d8d3d25ff504837da48896c6bf7.jpg,dataset\images\tamper_localization\masks\coco\b05c1e0c2219ac20707c4a47014f03d7fe149d8d3d25ff504837da48896c6bf7.png,remove_object,coco,remove the there completely,there are many toilets lined up in a row on the ground,,8e94434b4a0b2eb061291f20e318595c5d9c4e63401db559820b255d9e3efb6e,1024,1538
dataset\images\tamper_localization\originals\coco\1032b203f4b7faf2ea0268dddc1d9568e7ad8cbc39eb077b62ecf7b171bf90ff.jpg,dataset\images\tamper_localization\edited\coco\1032b203f4b7faf2ea0268dddc1d9568e7ad8cbc39eb077b62ecf7b171bf90ff.jpg,dataset\images\tamper_localization\masks\coco\1032b203f4b7faf2ea0268dddc1d9568e7ad8cbc39eb077b62ecf7b171bf90ff.png,replace_object,coco,turn the standing into a toy,several giraffes are standing in a field with trees in the background,,db744d77a709479a3349697eba2162f56a333620a675b2d8c4cdd2e8d3dfaaa9,1024,1534
dataset\images\tamper_localization\originals\coco\aae0af2b3d1afdab4156e57b046144a836b366187efd81f74b8990362f6b85b1.jpg,dataset\images\tamper_localization\edited\coco\aae0af2b3d1afdab4156e57b046144a836b366187efd81f74b8990362f6b85b1.jpg,dataset\images\tamper_localization\masks\coco\aae0af2b3d1afdab4156e57b046144a836b366187efd81f74b8990362f6b85b1.png,replace_object,coco,replace the several with a different one,several giraffes are standing around a tree in a field,,7c29b362d3d7291f99e913501de0a82fe263e1a79cf1ae1d1efed2c9d4d6b264,1427,1024
dataset\images\tamper_localization\originals\coco\ba411ac0144c79d9a57ba48f4ccf4de3a48ea3f9062e7d2ee20eadf6f6272e46.jpg,dataset\images\tamper_localization\edited\coco\ba411ac0144c79d9a57ba48f4ccf4de3a48ea3f9062e7d2ee20eadf6f6272e46.jpg,dataset\images\tamper_localization\masks\coco\ba411ac0144c79d9a57ba48f4ccf4de3a48ea3f9062e7d2ee20eadf6f6272e46.png,remove_object,coco,delete the red so the background shows through,there is a red bus that is parked on the side of the road,,592886be8913f6fd885af9ee394fa1dab36473a4cdc385ebbb867cacadcf1c10,1023,1531
dataset\images\tamper_localization\originals\coco\08335739eab0eb8f8b4e426a33ddea516a5ed98f3ec30ab3073ecfa4bc457c34.jpg,dataset\images\tamper_localization\edited\coco\08335739eab0eb8f8b4e426a33ddea516a5ed98f3ec30ab3073ecfa4bc457c34.jpg,dataset\images\tamper_localization\masks\coco\08335739eab0eb8f8b4e426a33ddea516a5ed98f3ec30ab3073ecfa4bc457c34.png,modify_appearance,coco,apply neon glow on the there,there is a giraffe standing in a zoo enclosure with a fence,,09f59abf6ae72d0de2c57922c0c3dce0200ed6b2e7e91d3680870e4c4cf2b7a1,1365,1024
dataset\images\tamper_localization\originals\coco\ba79e69d4272bc31ea4fb9f3731e020a9c8acf1fbf3b6ffb78528d70e2e183f7.jpg,dataset\images\tamper_localization\edited\coco\ba79e69d4272bc31ea4fb9f3731e020a9c8acf1fbf3b6ffb78528d70e2e183f7.jpg,dataset\images\tamper_localization\masks\coco\ba79e69d4272bc31ea4fb9f3731e020a9c8acf1fbf3b6ffb78528d70e2e183f7.png,face_swap,coco,swap the person's face with another face,there is a red fire hydrant in the grass near a house,,baa4826ae767a4e49e2ad2c1d6495377fb811a1e6b4ae097a0a29b66e65ea473,1534,1024
dataset\images\tamper_localization\originals\coco\c06b1845c54bb886a8fb9f8a6e908b29ceb661ffda1ca8df9a27f123806de648.jpg,dataset\images\tamper_localization\edited\coco\c06b1845c54bb886a8fb9f8a6e908b29ceb661ffda1ca8df9a27f123806de648.jpg,dataset\images\tamper_localization\masks\coco\c06b1845c54bb886a8fb9f8a6e908b29ceb661ffda1ca8df9a27f123806de648.png,replace_object,coco,replace the planes with a miniature version,there are four planes flying over a bridge in the sky,,886f99bb44872b16fcf5902156d948ec44fe4bdb362576db9f0bf1af594e83e0,1534,1024
dataset\images\tamper_localization\originals\coco\80bcfb867bb4a1b510ac914ee5a64703f410da01b05435d14bcf21be0ab0d74e.jpg,dataset\images\tamper_localization\edited\coco\80bcfb867bb4a1b510ac914ee5a64703f410da01b05435d14bcf21be0ab0d74e.jpg,dataset\images\tamper_localization\masks\coco\80bcfb867bb4a1b510ac914ee5a64703f410da01b05435d14bcf21be0ab0d74e.png,modify_appearance,coco,make the pots matte and textured,there is a woman standing in a kitchen with pots and pans,,a0a3a6cebd3e47cdf9a293492e28de86bc090b2b0124fce3aa34723e1c899220,1024,1469
dataset\images\tamper_localization\originals\coco\6c991128a1b28a048a4f746ba0aa4a27dbb388039b02c47d2216d8b8954abc9d.jpg,dataset\images\tamper_localization\edited\coco\6c991128a1b28a048a4f746ba0aa4a27dbb388039b02c47d2216d8b8954abc9d.jpg,dataset\images\tamper_localization\masks\coco\6c991128a1b28a048a4f746ba0aa4a27dbb388039b02c47d2216d8b8954abc9d.png,replace_object,coco,swap the signs with an old vintage item,there are two street signs on the pole near a stop sign,,81e22b50eae18e2deb5008fdbd04e4fd60e9b003c8537bb97ccbc4f4d1d2c00d,1567,1024
dataset\images\tamper_localization\originals\coco\648b0a9ebc1f0ed502380ddf6843867c987e2ddeeda6f1d2b97d94f0e829ae9d.jpg,dataset\images\tamper_localization\edited\coco\648b0a9ebc1f0ed502380ddf6843867c987e2ddeeda6f1d2b97d94f0e829ae9d.jpg,dataset\images\tamper_localization\masks\coco\648b0a9ebc1f0ed502380ddf6843867c987e2ddeeda6f1d2b97d94f0e829ae9d.png,replace_object,coco,turn the lot into a toy,there are a lot of sheep walking down the road together,,7db6e9a03b6eb536713ad5217532417d3539ec3a667fb8cf8255a386fdb821fd,1024,1365
dataset\images\tamper_localization\originals\coco\eff82e4b2a14a39e1f76d1ef1f4dc986866d985f679367e45c8c071a1f4078cf.jpg,dataset\images\tamper_localization\edited\coco\eff82e4b2a14a39e1f76d1ef1f4dc986866d985f679367e45c8c071a1f4078cf.jpg,dataset\images\tamper_localization\masks\coco\eff82e4b2a14a39e1f76d1ef1f4dc986866d985f679367e45c8c071a1f4078cf.png,replace_object,coco,replace the there entirely with something unexpected,there is a man and a dog in the kitchen preparing food,,5ea6142d0a015c75c26104972dc74a177672fe8fcad2a2f41da1ceda40bd85b7,1538,1024
dataset\images\tamper_localization\originals\coco\eabc38a2ae22262952cc2c406be88cbc61e7d62b33d613ed040778d60064330f.jpg,dataset\images\tamper_localization\edited\coco\eabc38a2ae22262952cc2c406be88cbc61e7d62b33d613ed040778d60064330f.jpg,dataset\images\tamper_localization\masks\coco\eabc38a2ae22262952cc2c406be88cbc61e7d62b33d613ed040778d60064330f.png,replace_object,coco,turn the three into a toy,three men standing on a bus with a man holding a camera,,db4604fd2488de3078131aa25627d3e7931b96a386fb6bc44c9caae329f1fbd0,1024,1365
dataset\images\tamper_localization\originals\coco\c95f31f01a638953cc7a64bd17ded7d59273767908e03913babe742993b11c9a.jpg,dataset\images\tamper_localization\edited\coco\c95f31f01a638953cc7a64bd17ded7d59273767908e03913babe742993b11c9a.jpg,dataset\images\tamper_localization\masks\coco\c95f31f01a638953cc7a64bd17ded7d59273767908e03913babe742993b11c9a.png,modify_appearance,coco,add a sticker on the people,people standing in a kitchen with a table with a cake on it,,04b069ffa11630e6d643265a20029b40be19b4c39d17c52ffdf94c6d7269be01,1023,1542
dataset\images\tamper_localization\originals\coco\49b048611fcf992ef2ff09acfc5dc82ed2add1439f326cb962c8a120c538fcf7.jpg,dataset\images\tamper_localization\edited\coco\49b048611fcf992ef2ff09acfc5dc82ed2add1439f326cb962c8a120c538fcf7.jpg,dataset\images\tamper_localization\masks\coco\49b048611fcf992ef2ff09acfc5dc82ed2add1439f326cb962c8a120c538fcf7.png,replace_object,coco,change the bathroom to a futuristic version,there are two sinks in the bathroom with a mirror above them,,236cde2192e0065fc4cf4080f86c77e262dbaacc01de594863deaaa9a2c62a32,1024,1564
dataset\images\tamper_localization\originals\coco\71b042b984b9a918acd57e0236276352b1a793bb3e424008d02d357f1e92bc2e.jpg,dataset\images\tamper_localization\edited\coco\71b042b984b9a918acd57e0236276352b1a793bb3e424008d02d357f1e92bc2e.jpg,dataset\images\tamper_localization\masks\coco\71b042b984b9a918acd57e0236276352b1a793bb3e424008d02d357f1e92bc2e.png,remove_object,coco,remove the banana to create empty space,there is a young girl eating a banana outside in the sun,,6d56f11fcc839717ac55cac1485414ab60b67b9b04e3b75316848c2ee0e510ea,1024,1365
dataset\images\tamper_localization\originals\coco\30e5b2591b14fc61ea7488608459c7a197e24eaeb97e09a9b1483bd9d35f1f71.jpg,dataset\images\tamper_localization\edited\coco\30e5b2591b14fc61ea7488608459c7a197e24eaeb97e09a9b1483bd9d35f1f71.jpg,dataset\images\tamper_localization\masks\coco\30e5b2591b14fc61ea7488608459c7a197e24eaeb97e09a9b1483bd9d35f1f71.png,style_transform,coco,convert the walking into watercolor,people walking down a sidewalk with umbrellas in the rain,,9e5342fcf0eb365551dfe6cb8be2f1a7409e8ad6cbdcda1c47b4d2ea497ee94f,1024,1365
dataset\images\tamper_localization\originals\coco\cde59a511126e505df5b80635e71768e26874382a1bad191f5e26ad820597701.jpg,dataset\images\tamper_localization\edited\coco\cde59a511126e505df5b80635e71768e26874382a1bad191f5e26ad820597701.jpg,dataset\images\tamper_localization\masks\coco\cde59a511126e505df5b80635e71768e26874382a1bad191f5e26ad820597701.png,face_swap,coco,apply a partial deepfake to the face,there are many people riding motorcycles down the street in a parade,,771c9b8acda022704ab8e63cde6a253fab6e2e55b2d9ca0e96860eda8534e670,1023,1542
dataset\images\tamper_localization\originals\coco\8a7876a0b0369040842be51c1fcab027deaeec0183add371d752760232cd2300.jpg,dataset\images\tamper_localization\edited\coco\8a7876a0b0369040842be51c1fcab027deaeec0183add371d752760232cd2300.jpg,dataset\images\tamper_localization\masks\coco\8a7876a0b0369040842be51c1fcab027deaeec0183add371d752760232cd2300.png,modify_appearance,coco,make the that glossy and reflective,there is a large airplane that is parked on the runway,,9ebba4b15fa9e0615eb4406093cdd8f330a1dab3529dddf6eea88a3eb1eea744,1371,1023
